Year,Company,at,emp,cusip
2020.0,PHOTRONICS INC,1188.182,1.728,719405102.0
2021.0,PHOTRONICS INC,1294.202,1.728,719405102.0
2022.0,PHOTRONICS INC,1315.83,1.828,719405102.0
2023.0,PHOTRONICS INC,1526.221,1.885,719405102.0
1989.0,PSYCHEMEDICS CORP,1.803,0.019,744375205.0
1990.0,PSYCHEMEDICS CORP,1.473,0.025,744375205.0
1991.0,PSYCHEMEDICS CORP,3.317,0.030,744375205.0
1992.0,PSYCHEMEDICS CORP,3.025,0.042,744375205.0
1993.0,PSYCHEMEDICS CORP,4.385,0.055,744375205.0
1994.0,PSYCHEMEDICS CORP,10.29,0.066,744375205.0
1995.0,PSYCHEMEDICS CORP,10.217,0.079,744375205.0
1996.0,PSYCHEMEDICS CORP,15.745,0.071,744375205.0
1997.0,PSYCHEMEDICS CORP,18.855,0.125,744375205.0
1998.0,PSYCHEMEDICS CORP,18.739,0.127,744375205.0
1999.0,PSYCHEMEDICS CORP,14.191,0.123,744375205.0
2000.0,PSYCHEMEDICS CORP,11.058,0.131,744375205.0
2001.0,PSYCHEMEDICS CORP,9.108,0.105,744375205.0
2002.0,PSYCHEMEDICS CORP,8.083,0.098,744375205.0
2003.0,PSYCHEMEDICS CORP,7.267,0.09,744375205.0
2004.0,PSYCHEMEDICS CORP,8.434,0.093,744375205.0
2005.0,PSYCHEMEDICS CORP,11.145,0.097,744375205.0
2006.0,PSYCHEMEDICS CORP,13.261,0.104,744375205.0
2007.0,PSYCHEMEDICS CORP,15.561,0.116,744375205.0
2008.0,PSYCHEMEDICS CORP,12.628,0.092,744375205.0
2009.0,PSYCHEMEDICS CORP,10.602,0.088,744375205.0
2010.0,PSYCHEMEDICS CORP,11.766,0.091,744375205.0
2011.0,PSYCHEMEDICS CORP,13.801,0.119,744375205.0
2012.0,PSYCHEMEDICS CORP,14.121,0.132,744375205.0
2013.0,PSYCHEMEDICS CORP,16.55,0.151,744375205.0
2014.0,PSYCHEMEDICS CORP,24.078,0.156,744375205.0
2015.0,PSYCHEMEDICS CORP,22.363,0.154,744375205.0
2016.0,PSYCHEMEDICS CORP,25.032,0.206,744375205.0
2017.0,PSYCHEMEDICS CORP,26.508,0.231,744375205.0
2018.0,PSYCHEMEDICS CORP,24.974,0.25,744375205.0
2019.0,PSYCHEMEDICS CORP,27.531,0.204,744375205.0
2020.0,PSYCHEMEDICS CORP,24.003,0.138,744375205.0
2021.0,PSYCHEMEDICS CORP,21.552,0.139,744375205.0
2022.0,PSYCHEMEDICS CORP,18.732,0.133,744375205.0
2023.0,PSYCHEMEDICS CORP,12.326,0.116,744375205.0
1989.0,GAINSCO INC,71.387,0.103,363127309.0
1990.0,GAINSCO INC,88.2,0.124,363127309.0
1991.0,GAINSCO INC,117.101,0.15,363127309.0
1992.0,GAINSCO INC,152.554,0.149,363127309.0
1993.0,GAINSCO INC,199.187,0.165,363127309.0
1994.0,GAINSCO INC,230.576,0.158,363127309.0
1995.0,GAINSCO INC,264.156,0.184,363127309.0
1996.0,GAINSCO INC,296.846,0.189,363127309.0
1997.0,GAINSCO INC,313.685,0.168,363127309.0
1998.0,GAINSCO INC,345.59,0.14,363127309.0
1999.0,GAINSCO INC,395.648,0.282,363127309.0
2000.0,GAINSCO INC,475.043,0.339,363127309.0
2001.0,GAINSCO INC,379.218,0.22,363127309.0
2002.0,GAINSCO INC,214.389,0.136,363127309.0
2003.0,GAINSCO INC,185.701,0.123,363127309.0
2004.0,GAINSCO INC,164.598,0.139,363127309.0
2005.0,GAINSCO INC,212.214,0.299,363127309.0
2006.0,GAINSCO INC,289.332,0.391,363127309.0
2007.0,GAINSCO INC,245.319,0.368,363127309.0
2008.0,GAINSCO INC,239.483,0.342,363127309.0
2009.0,GAINSCO INC,241.902,0.395,363127309.0
1989.0,INVESTORS TITLE CO,15.088,0.034,461804106.0
1990.0,INVESTORS TITLE CO,16.519,0.03,461804106.0
1991.0,INVESTORS TITLE CO,17.715,0.029,461804106.0
1992.0,INVESTORS TITLE CO,21.309,0.109,461804106.0
1993.0,INVESTORS TITLE CO,22.589,0.156,461804106.0
1994.0,INVESTORS TITLE CO,24.242,0.134,461804106.0
1995.0,INVESTORS TITLE CO,28.224,0.128,461804106.0
1996.0,INVESTORS TITLE CO,33.643,0.149,461804106.0
1997.0,INVESTORS TITLE CO,41.293,0.182,461804106.0
1998.0,INVESTORS TITLE CO,51.598,0.228,461804106.0
1999.0,INVESTORS TITLE CO,55.157,0.221,461804106.0
2000.0,INVESTORS TITLE CO,59.339,0.181,461804106.0
2001.0,INVESTORS TITLE CO,70.22,0.195,461804106.0
2002.0,INVESTORS TITLE CO,84.637,0.218,461804106.0
2003.0,INVESTORS TITLE CO,100.472,0.233,461804106.0
2004.0,INVESTORS TITLE CO,113.187,0.227,461804106.0
2005.0,INVESTORS TITLE CO,128.472,0.251,461804106.0
2006.0,INVESTORS TITLE CO,143.516,0.254,461804106.0
2007.0,INVESTORS TITLE CO,149.642,0.254,461804106.0
2008.0,INVESTORS TITLE CO,139.858,0.239,461804106.0
2009.0,INVESTORS TITLE CO,146.428,0.216,461804106.0
2010.0,INVESTORS TITLE CO,153.485,0.196,461804106.0
2010.0,INVESTORS TITLE CO,153.485,0.196,461804106.0
2011.0,INVESTORS TITLE CO,157.958,0.199,461804106.0
2011.0,INVESTORS TITLE CO,157.958,0.199,461804106.0
2012.0,INVESTORS TITLE CO,171.918,0.212,461804106.0
2012.0,INVESTORS TITLE CO,171.918,0.212,461804106.0
2013.0,INVESTORS TITLE CO,188.306,0.233,461804106.0
2013.0,INVESTORS TITLE CO,188.306,0.233,461804106.0
2014.0,INVESTORS TITLE CO,198.039,0.263,461804106.0
2014.0,INVESTORS TITLE CO,198.039,0.263,461804106.0
2015.0,INVESTORS TITLE CO,211.522,0.265,461804106.0
2015.0,INVESTORS TITLE CO,211.522,0.265,461804106.0
2016.0,INVESTORS TITLE CO,228.938,0.32,461804106.0
2016.0,INVESTORS TITLE CO,228.938,0.32,461804106.0
2017.0,INVESTORS TITLE CO,248.913,0.383,461804106.0
2017.0,INVESTORS TITLE CO,248.913,0.383,461804106.0
2018.0,INVESTORS TITLE CO,244.268,0.385,461804106.0
2018.0,INVESTORS TITLE CO,244.268,0.385,461804106.0
2019.0,INVESTORS TITLE CO,263.893,0.402,461804106.0
2019.0,INVESTORS TITLE CO,263.893,0.402,461804106.0
2020.0,INVESTORS TITLE CO,282.925,0.456,461804106.0
2020.0,INVESTORS TITLE CO,282.925,0.456,461804106.0
2021.0,INVESTORS TITLE CO,331.488,0.562,461804106.0
2021.0,INVESTORS TITLE CO,331.488,0.562,461804106.0
2022.0,INVESTORS TITLE CO,339.757,0.655,461804106.0
2022.0,INVESTORS TITLE CO,339.757,0.655,461804106.0
2023.0,INVESTORS TITLE CO,330.559,0.571,461804106.0
2023.0,INVESTORS TITLE CO,330.559,0.571,461804106.0
1997.0,AMCORE FINANCIAL INC,3667.69,1.4,23912108.0
1998.0,AMCORE FINANCIAL INC,4147.833,1.4,23912108.0
1999.0,AMCORE FINANCIAL INC,4347.621,1.406,23912108.0
1999.0,AMCORE FINANCIAL INC,4347.621,1.406,23912108.0
2000.0,AMCORE FINANCIAL INC,4244.106,1.333,23912108.0
2000.0,AMCORE FINANCIAL INC,4244.106,1.333,23912108.0
2001.0,AMCORE FINANCIAL INC,4021.847,1.333,23912108.0
2001.0,AMCORE FINANCIAL INC,4021.847,1.333,23912108.0
2002.0,AMCORE FINANCIAL INC,4520.714,1.406,23912108.0
2002.0,AMCORE FINANCIAL INC,4520.714,1.406,23912108.0
2003.0,AMCORE FINANCIAL INC,4543.628,1.491,23912108.0
2003.0,AMCORE FINANCIAL INC,4543.628,1.491,23912108.0
2004.0,AMCORE FINANCIAL INC,4940.488,1.547,23912108.0
2004.0,AMCORE FINANCIAL INC,4940.488,1.547,23912108.0
2005.0,AMCORE FINANCIAL INC,5344.902,1.595,23912108.0
2005.0,AMCORE FINANCIAL INC,5344.902,1.595,23912108.0
2006.0,AMCORE FINANCIAL INC,5292.383,1.545,23912108.0
2006.0,AMCORE FINANCIAL INC,5292.383,1.545,23912108.0
2007.0,AMCORE FINANCIAL INC,5192.778,1.401,23912108.0
2007.0,AMCORE FINANCIAL INC,5192.778,1.401,23912108.0
2008.0,AMCORE FINANCIAL INC,5059.824,1.272,23912108.0
2008.0,AMCORE FINANCIAL INC,5059.824,1.272,23912108.0
2009.0,AMCORE FINANCIAL INC,3777.23,0.962,23912108.0
2009.0,AMCORE FINANCIAL INC,3777.23,0.962,23912108.0
1997.0,CHARTER ONE FINANCIAL INC,19760.2,7,160903100.0
1998.0,CHARTER ONE FINANCIAL INC,24467.255,7,160903100.0
1998.0,CHARTER ONE FINANCIAL INC,24467.255,7,160903100.0
1999.0,CHARTER ONE FINANCIAL INC,31819.063,7,160903100.0
1999.0,CHARTER ONE FINANCIAL INC,31819.063,7.055,160903100.0
2000.0,CHARTER ONE FINANCIAL INC,32971.427,6.573,160903100.0
2000.0,CHARTER ONE FINANCIAL INC,32971.427,6.573,160903100.0
2001.0,CHARTER ONE FINANCIAL INC,38174.516,6.85,160903100.0
2001.0,CHARTER ONE FINANCIAL INC,38174.516,6.85,160903100.0
2002.0,CHARTER ONE FINANCIAL INC,41896.072,6.997,160903100.0
2002.0,CHARTER ONE FINANCIAL INC,41896.072,6.997,160903100.0
2003.0,CHARTER ONE FINANCIAL INC,42628.066,7.804,160903100.0
2003.0,CHARTER ONE FINANCIAL INC,42628.066,7.804,160903100.0
1997.0,FLAG FINANCIAL CORP,247.985,0.352,33832H107
1998.0,FLAG FINANCIAL CORP,550.782,0.352,33832H107
1998.0,FLAG FINANCIAL CORP,550.782,0.352,33832H107
1999.0,FLAG FINANCIAL CORP,587.87,0.352,33832H107
1999.0,FLAG FINANCIAL CORP,587.87,0.352,33832H107
2000.0,FLAG FINANCIAL CORP,559.037,0.254,33832H107
2000.0,FLAG FINANCIAL CORP,559.037,0.254,33832H107
2001.0,FLAG FINANCIAL CORP,570.202,0.304,33832H107
2001.0,FLAG FINANCIAL CORP,570.202,0.304,33832H107
2002.0,FLAG FINANCIAL CORP,636.131,0.25,33832H107
2002.0,FLAG FINANCIAL CORP,636.131,0.25,33832H107
2003.0,FLAG FINANCIAL CORP,703.857,0.255,33832H107
2003.0,FLAG FINANCIAL CORP,703.857,0.255,33832H107
2004.0,FLAG FINANCIAL CORP,828.337,0.269,33832H107
2004.0,FLAG FINANCIAL CORP,828.337,0.269,33832H107
2005.0,FLAG FINANCIAL CORP,1702.861,0.361,33832H107
2005.0,FLAG FINANCIAL CORP,1702.861,0.361,33832H107
1997.0,NAVIGATORS GROUP INC,501.207,0.105,638904102.0
1998.0,NAVIGATORS GROUP INC,592.086,0.118,638904102.0
1999.0,NAVIGATORS GROUP INC,631.324,0.125,638904102.0
1999.0,NAVIGATORS GROUP INC,631.324,0.125,638904102.0
2000.0,NAVIGATORS GROUP INC,614.975,0.121,638904102.0
2000.0,NAVIGATORS GROUP INC,614.975,0.121,638904102.0
2001.0,NAVIGATORS GROUP INC,710.498,0.144,638904102.0
2001.0,NAVIGATORS GROUP INC,710.498,0.144,638904102.0
2002.0,NAVIGATORS GROUP INC,917.919,0.169,638904102.0
2002.0,NAVIGATORS GROUP INC,917.919,0.169,638904102.0
2003.0,NAVIGATORS GROUP INC,1379.458,0.21,638904102.0
2003.0,NAVIGATORS GROUP INC,1379.458,0.21,638904102.0
2004.0,NAVIGATORS GROUP INC,1756.678,0.264,638904102.0
2004.0,NAVIGATORS GROUP INC,1756.678,0.264,638904102.0
2005.0,NAVIGATORS GROUP INC,2583.249,0.275,638904102.0
2005.0,NAVIGATORS GROUP INC,2583.249,0.275,638904102.0
2006.0,NAVIGATORS GROUP INC,2956.686,0.342,638904102.0
2006.0,NAVIGATORS GROUP INC,2956.686,0.342,638904102.0
2007.0,NAVIGATORS GROUP INC,3143.771,0.401,638904102.0
2007.0,NAVIGATORS GROUP INC,3143.771,0.401,638904102.0
2008.0,NAVIGATORS GROUP INC,3349.58,0.445,638904102.0
2008.0,NAVIGATORS GROUP INC,3349.58,0.445,638904102.0
2009.0,NAVIGATORS GROUP INC,3453.994,0.503,638904102.0
2009.0,NAVIGATORS GROUP INC,3453.994,0.503,638904102.0
2010.0,NAVIGATORS GROUP INC,3531.459,0.494,638904102.0
2010.0,NAVIGATORS GROUP INC,3531.459,0.494,638904102.0
2011.0,NAVIGATORS GROUP INC,3670.007,0.522,638904102.0
2011.0,NAVIGATORS GROUP INC,3670.007,0.522,638904102.0
2012.0,NAVIGATORS GROUP INC,4007.67,0.567,638904102.0
2012.0,NAVIGATORS GROUP INC,4007.67,0.567,638904102.0
2013.0,NAVIGATORS GROUP INC,4169.452,0.596,638904102.0
2013.0,NAVIGATORS GROUP INC,4169.452,0.596,638904102.0
2014.0,NAVIGATORS GROUP INC,4464.176,0.651,638904102.0
2014.0,NAVIGATORS GROUP INC,4464.176,0.651,638904102.0
2015.0,NAVIGATORS GROUP INC,4584.012,0.675,638904102.0
2015.0,NAVIGATORS GROUP INC,4584.012,0.675,638904102.0
2016.0,NAVIGATORS GROUP INC,4814.037,0.683,638904102.0
2016.0,NAVIGATORS GROUP INC,4814.037,0.683,638904102.0
2017.0,NAVIGATORS GROUP INC,5224.622,0.732,638904102.0
2017.0,NAVIGATORS GROUP INC,5224.622,0.732,638904102.0
2018.0,NAVIGATORS GROUP INC,5603.449,0.838,638904102.0
2018.0,NAVIGATORS GROUP INC,5603.449,0.838,638904102.0
1997.0,NEWMIL BANCORP INC,323.061,0.144,651633109.0
1998.0,NEWMIL BANCORP INC,367.569,0.144,651633109.0
1998.0,NEWMIL BANCORP INC,367.569,0.144,651633109.0
1999.0,NEWMIL BANCORP INC,352.117,0.144,651633109.0
1999.0,NEWMIL BANCORP INC,352.117,0.144,651633109.0
2000.0,NEWMIL BANCORP INC,392.572,0.144,651633109.0
2000.0,NEWMIL BANCORP INC,392.572,0.144,651633109.0
2001.0,NEWMIL BANCORP INC,607.026,0.183,651633109.0
2001.0,NEWMIL BANCORP INC,607.026,0.183,651633109.0
2002.0,NEWMIL BANCORP INC,661.595,0.187,651633109.0
2002.0,NEWMIL BANCORP INC,661.595,0.187,651633109.0
2003.0,NEWMIL BANCORP INC,704.042,0.191,651633109.0
2003.0,NEWMIL BANCORP INC,704.042,0.191,651633109.0
2004.0,NEWMIL BANCORP INC,744.599,0.182,651633109.0
2004.0,NEWMIL BANCORP INC,744.599,0.182,651633109.0
2005.0,NEWMIL BANCORP INC,872.991,0.186,651633109.0
2005.0,NEWMIL BANCORP INC,872.991,0.186,651633109.0
2003.0,WSFS FINANCIAL CORP,2207.077,0.431,929328102.0
2003.0,WSFS FINANCIAL CORP,2207.077,0.431,929328102.0
2004.0,WSFS FINANCIAL CORP,2502.956,0.49,929328102.0
2004.0,WSFS FINANCIAL CORP,2502.956,0.49,929328102.0
2005.0,WSFS FINANCIAL CORP,2846.752,0.515,929328102.0
2005.0,WSFS FINANCIAL CORP,2846.752,0.515,929328102.0
2006.0,WSFS FINANCIAL CORP,2997.396,0.573,929328102.0
2006.0,WSFS FINANCIAL CORP,2997.396,0.573,929328102.0
2007.0,WSFS FINANCIAL CORP,3200.188,0.599,929328102.0
2007.0,WSFS FINANCIAL CORP,3200.188,0.599,929328102.0
2008.0,WSFS FINANCIAL CORP,3432.56,0.633,929328102.0
2008.0,WSFS FINANCIAL CORP,3432.56,0.633,929328102.0
2009.0,WSFS FINANCIAL CORP,3748.507,0.643,929328102.0
2009.0,WSFS FINANCIAL CORP,3748.507,0.643,929328102.0
2010.0,WSFS FINANCIAL CORP,3953.518,0.695,929328102.0
2010.0,WSFS FINANCIAL CORP,3953.518,0.695,929328102.0
2011.0,WSFS FINANCIAL CORP,4289.008,0.767,929328102.0
2011.0,WSFS FINANCIAL CORP,4289.008,0.767,929328102.0
2012.0,WSFS FINANCIAL CORP,4375.148,0.763,929328102.0
2012.0,WSFS FINANCIAL CORP,4375.148,0.763,929328102.0
2013.0,WSFS FINANCIAL CORP,4515.763,0.762,929328102.0
2013.0,WSFS FINANCIAL CORP,4515.763,0.762,929328102.0
2014.0,WSFS FINANCIAL CORP,4853.32,0.841,929328102.0
2014.0,WSFS FINANCIAL CORP,4853.32,0.841,929328102.0
2015.0,WSFS FINANCIAL CORP,5585.962,0.947,929328102.0
2015.0,WSFS FINANCIAL CORP,5585.962,0.947,929328102.0
2016.0,WSFS FINANCIAL CORP,6765.27,1.116,929328102.0
2016.0,WSFS FINANCIAL CORP,6765.27,1.116,929328102.0
2017.0,WSFS FINANCIAL CORP,6999.54,1.159,929328102.0
2017.0,WSFS FINANCIAL CORP,6999.54,1.159,929328102.0
2018.0,WSFS FINANCIAL CORP,7248.87,1.177,929328102.0
2018.0,WSFS FINANCIAL CORP,7248.87,1.177,929328102.0
2019.0,WSFS FINANCIAL CORP,12256.302,1.782,929328102.0
2019.0,WSFS FINANCIAL CORP,12256.302,1.782,929328102.0
2020.0,WSFS FINANCIAL CORP,14333.914,1.838,929328102.0
2020.0,WSFS FINANCIAL CORP,14333.914,1.838,929328102.0
2021.0,WSFS FINANCIAL CORP,15777.327,1.839,929328102.0
2021.0,WSFS FINANCIAL CORP,15777.327,1.839,929328102.0
2022.0,WSFS FINANCIAL CORP,19914.755,2.16,929328102.0
2022.0,WSFS FINANCIAL CORP,19914.755,2.16,929328102.0
2023.0,WSFS FINANCIAL CORP,20594.672,2.229,929328102.0
2023.0,WSFS FINANCIAL CORP,20594.672,2.229,929328102.0
1997.0,WEBSTER FINANCIAL CORP,7019.621,2.253,947890109.0
1998.0,WEBSTER FINANCIAL CORP,9033.917,2.253,947890109.0
1998.0,WEBSTER FINANCIAL CORP,9033.917,2.253,947890109.0
1999.0,WEBSTER FINANCIAL CORP,9931.744,2.253,947890109.0
1999.0,WEBSTER FINANCIAL CORP,9931.744,2.253,947890109.0
2000.0,WEBSTER FINANCIAL CORP,11249.508,2.197,947890109.0
2000.0,WEBSTER FINANCIAL CORP,11249.508,2.197,947890109.0
2001.0,WEBSTER FINANCIAL CORP,11857.382,2.271,947890109.0
2001.0,WEBSTER FINANCIAL CORP,11857.382,2.271,947890109.0
2002.0,WEBSTER FINANCIAL CORP,13468.004,2.708,947890109.0
2002.0,WEBSTER FINANCIAL CORP,13468.004,2.708,947890109.0
2003.0,WEBSTER FINANCIAL CORP,14568.69,2.719,947890109.0
2003.0,WEBSTER FINANCIAL CORP,14568.69,2.719,947890109.0
2004.0,WEBSTER FINANCIAL CORP,17020.597,3.059,947890109.0
2004.0,WEBSTER FINANCIAL CORP,17020.597,3.059,947890109.0
2005.0,WEBSTER FINANCIAL CORP,17836.562,3.181,947890109.0
2005.0,WEBSTER FINANCIAL CORP,17836.562,3.181,947890109.0
2006.0,WEBSTER FINANCIAL CORP,17097.471,3.418,947890109.0
2006.0,WEBSTER FINANCIAL CORP,17097.471,3.418,947890109.0
2007.0,WEBSTER FINANCIAL CORP,17201.96,3.354,947890109.0
2007.0,WEBSTER FINANCIAL CORP,17201.96,3.354,947890109.0
2008.0,WEBSTER FINANCIAL CORP,17583.537,2.935,947890109.0
2008.0,WEBSTER FINANCIAL CORP,17583.537,2.935,947890109.0
2009.0,WEBSTER FINANCIAL CORP,17739.197,2.942,947890109.0
2009.0,WEBSTER FINANCIAL CORP,17739.197,2.942,947890109.0
2010.0,WEBSTER FINANCIAL CORP,18038.068,3.123,947890109.0
2010.0,WEBSTER FINANCIAL CORP,18038.068,3.123,947890109.0
2011.0,WEBSTER FINANCIAL CORP,18714.34,2.961,947890109.0
2011.0,WEBSTER FINANCIAL CORP,18714.34,2.961,947890109.0
2012.0,WEBSTER FINANCIAL CORP,20146.765,2.826,947890109.0
2012.0,WEBSTER FINANCIAL CORP,20146.765,2.826,947890109.0
2013.0,WEBSTER FINANCIAL CORP,20852.999,2.744,947890109.0
2013.0,WEBSTER FINANCIAL CORP,20852.999,2.744,947890109.0
2014.0,WEBSTER FINANCIAL CORP,22533.01,2.764,947890109.0
2014.0,WEBSTER FINANCIAL CORP,22533.01,2.764,947890109.0
2015.0,WEBSTER FINANCIAL CORP,24677.82,2.946,947890109.0
2015.0,WEBSTER FINANCIAL CORP,24677.82,2.946,947890109.0
2016.0,WEBSTER FINANCIAL CORP,26072.529,3.168,947890109.0
2016.0,WEBSTER FINANCIAL CORP,26072.529,3.168,947890109.0
2017.0,WEBSTER FINANCIAL CORP,26487.645,3.302,947890109.0
2017.0,WEBSTER FINANCIAL CORP,26487.645,3.302,947890109.0
2018.0,WEBSTER FINANCIAL CORP,27610.315,3.265,947890109.0
2018.0,WEBSTER FINANCIAL CORP,27610.315,3.265,947890109.0
2019.0,WEBSTER FINANCIAL CORP,30389.344,3.298,947890109.0
2019.0,WEBSTER FINANCIAL CORP,30389.344,3.298,947890109.0
2020.0,WEBSTER FINANCIAL CORP,32590.69,3.345,947890109.0
2020.0,WEBSTER FINANCIAL CORP,32590.69,3.345,947890109.0
2021.0,WEBSTER FINANCIAL CORP,34915.599,2.876,947890109.0
2021.0,WEBSTER FINANCIAL CORP,34915.599,2.876,947890109.0
2022.0,WEBSTER FINANCIAL CORP,71277.521,4.193,947890109.0
2022.0,WEBSTER FINANCIAL CORP,71277.521,4.193,947890109.0
2023.0,WEBSTER FINANCIAL CORP,74945.249,4.261,947890109.0
2023.0,WEBSTER FINANCIAL CORP,74945.249,4.261,947890109.0
1997.0,BANK SOUTH CAROLINA CORP,124.478,0.068,65066102.0
1998.0,BANK SOUTH CAROLINA CORP,145.02,0.068,65066102.0
1998.0,BANK SOUTH CAROLINA CORP,145.02,0.068,65066102.0
1999.0,BANK SOUTH CAROLINA CORP,154.653,0.068,65066102.0
1999.0,BANK SOUTH CAROLINA CORP,154.653,0.068,65066102.0
2000.0,BANK SOUTH CAROLINA CORP,159.777,0.07,65066102.0
2000.0,BANK SOUTH CAROLINA CORP,159.777,0.07,65066102.0
2001.0,BANK SOUTH CAROLINA CORP,158.466,0.067,65066102.0
2001.0,BANK SOUTH CAROLINA CORP,158.466,0.067,65066102.0
2002.0,BANK SOUTH CAROLINA CORP,169.48,0.069,65066102.0
2002.0,BANK SOUTH CAROLINA CORP,169.48,0.069,65066102.0
2003.0,BANK SOUTH CAROLINA CORP,187.343,0.063,65066102.0
2003.0,BANK SOUTH CAROLINA CORP,187.343,0.063,65066102.0
2004.0,BANK SOUTH CAROLINA CORP,201.235,0.064,65066102.0
2004.0,BANK SOUTH CAROLINA CORP,201.235,0.064,65066102.0
2005.0,BANK SOUTH CAROLINA CORP,222.518,0.065,65066102.0
2005.0,BANK SOUTH CAROLINA CORP,222.518,0.065,65066102.0
2006.0,BANK SOUTH CAROLINA CORP,243.473,0.069,65066102.0
2006.0,BANK SOUTH CAROLINA CORP,243.473,0.069,65066102.0
2007.0,BANK SOUTH CAROLINA CORP,225.157,0.07,65066102.0
2007.0,BANK SOUTH CAROLINA CORP,225.157,0.07,65066102.0
2008.0,BANK SOUTH CAROLINA CORP,243.666,0.067,65066102.0
2008.0,BANK SOUTH CAROLINA CORP,243.666,0.067,65066102.0
2009.0,BANK SOUTH CAROLINA CORP,265.915,0.072,65066102.0
2009.0,BANK SOUTH CAROLINA CORP,265.915,0.072,65066102.0
2010.0,BANK SOUTH CAROLINA CORP,280.521,0.077,65066102.0
2010.0,BANK SOUTH CAROLINA CORP,280.521,0.077,65066102.0
2011.0,BANK SOUTH CAROLINA CORP,334.029,0.077,65066102.0
2011.0,BANK SOUTH CAROLINA CORP,334.029,0.077,65066102.0
2012.0,BANK SOUTH CAROLINA CORP,325.411,0.078,65066102.0
2012.0,BANK SOUTH CAROLINA CORP,325.411,0.078,65066102.0
2013.0,BANK SOUTH CAROLINA CORP,340.894,0.078,65066102.0
2013.0,BANK SOUTH CAROLINA CORP,340.894,0.078,65066102.0
2014.0,BANK SOUTH CAROLINA CORP,367.226,0.078,65066102.0
2014.0,BANK SOUTH CAROLINA CORP,367.226,0.078,65066102.0
2015.0,BANK SOUTH CAROLINA CORP,399.173,0.081,65066102.0
2015.0,BANK SOUTH CAROLINA CORP,399.173,0.081,65066102.0
2016.0,BANK SOUTH CAROLINA CORP,413.95,0.074,65066102.0
2016.0,BANK SOUTH CAROLINA CORP,413.95,0.074,65066102.0
2017.0,BANK SOUTH CAROLINA CORP,446.566,0.077,65066102.0
2017.0,BANK SOUTH CAROLINA CORP,446.566,0.077,65066102.0
2018.0,BANK SOUTH CAROLINA CORP,429.135,0.079,65066102.0
2018.0,BANK SOUTH CAROLINA CORP,429.135,0.079,65066102.0
2019.0,BANK SOUTH CAROLINA CORP,445.013,0.079,65066102.0
2019.0,BANK SOUTH CAROLINA CORP,445.013,0.079,65066102.0
2020.0,BANK SOUTH CAROLINA CORP,532.495,0.076,65066102.0
2020.0,BANK SOUTH CAROLINA CORP,532.495,0.076,65066102.0
2021.0,BANK SOUTH CAROLINA CORP,679.221,0.081,65066102.0
2021.0,BANK SOUTH CAROLINA CORP,679.221,0.081,65066102.0
2022.0,BANK SOUTH CAROLINA CORP,653.346,0.08,65066102.0
2022.0,BANK SOUTH CAROLINA CORP,653.346,0.08,65066102.0
2023.0,BANK SOUTH CAROLINA CORP,633.816,0.078,65066102.0
2023.0,BANK SOUTH CAROLINA CORP,633.816,0.078,65066102.0
1997.0,FARMERS CAPITAL BANK CORP,1014.183,0.443,309562106.0
1998.0,FARMERS CAPITAL BANK CORP,992.338,0.443,309562106.0
1998.0,FARMERS CAPITAL BANK CORP,992.338,0.443,309562106.0
1999.0,FARMERS CAPITAL BANK CORP,1039.787,0.443,309562106.0
1999.0,FARMERS CAPITAL BANK CORP,1039.787,0.443,309562106.0
2000.0,FARMERS CAPITAL BANK CORP,1204.752,0.456,309562106.0
2000.0,FARMERS CAPITAL BANK CORP,1204.752,0.456,309562106.0
2001.0,FARMERS CAPITAL BANK CORP,1183.53,0.468,309562106.0
2001.0,FARMERS CAPITAL BANK CORP,1183.53,0.468,309562106.0
2002.0,FARMERS CAPITAL BANK CORP,1275.602,0.458,309562106.0
2002.0,FARMERS CAPITAL BANK CORP,1275.602,0.458,309562106.0
2003.0,FARMERS CAPITAL BANK CORP,1318.565,0.459,309562106.0
2003.0,FARMERS CAPITAL BANK CORP,1318.565,0.459,309562106.0
2004.0,FARMERS CAPITAL BANK CORP,1397.144,0.514,309562106.0
2004.0,FARMERS CAPITAL BANK CORP,1397.144,0.514,309562106.0
2005.0,FARMERS CAPITAL BANK CORP,1672.576,0.57,309562106.0
2005.0,FARMERS CAPITAL BANK CORP,1672.576,0.57,309562106.0
2006.0,FARMERS CAPITAL BANK CORP,1824.366,0.585,309562106.0
2006.0,FARMERS CAPITAL BANK CORP,1824.366,0.585,309562106.0
2007.0,FARMERS CAPITAL BANK CORP,2068.247,0.578,309562106.0
2007.0,FARMERS CAPITAL BANK CORP,2068.247,0.578,309562106.0
2008.0,FARMERS CAPITAL BANK CORP,2202.167,0.579,309562106.0
2008.0,FARMERS CAPITAL BANK CORP,2202.167,0.579,309562106.0
2009.0,FARMERS CAPITAL BANK CORP,2171.562,0.547,309562106.0
2009.0,FARMERS CAPITAL BANK CORP,2171.562,0.547,309562106.0
2010.0,FARMERS CAPITAL BANK CORP,1935.693,0.512,309562106.0
2010.0,FARMERS CAPITAL BANK CORP,1935.693,0.512,309562106.0
2011.0,FARMERS CAPITAL BANK CORP,1883.59,0.51,309562106.0
2011.0,FARMERS CAPITAL BANK CORP,1883.59,0.51,309562106.0
2012.0,FARMERS CAPITAL BANK CORP,1807.232,0.518,309562106.0
2012.0,FARMERS CAPITAL BANK CORP,1807.232,0.518,309562106.0
